,Id,Name,RatingDist1,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,ISBN,RatingDist3,Description,Count of text reviews,book_id
257992,471816,"Buenos dÃ­as, tristeza",1:593,184,4:9371,total:25849,1,2,Tusquets Editores,38,1997,spa,FranÃ§oise Sagan,3.64,2:2377,5:5393,8483105225,3:8115,,,257992
258034,471899,"The Sandman, Vol. 5: A Game of You (The Sandman, #5)",1:161,185,4:15840,total:50033,3,9,Vertigo,161,1993,eng,Neil Gaiman,4.43,2:714,5:28284,1563890895,3:5034,,,258034
258058,471966,Haroun and the Sea of Stories,1:455,216,4:10246,total:28334,1,11,Penguin Books,287,1991,eng,Salman Rushdie,4.01,2:1498,5:10348,0140157379,3:5787,,,258058
258793,473576,The New Kings of Nonfiction,1:91,455,4:2209,total:5378,2,10,Riverhead Books,514,2007,eng,Ira Glass,3.98,2:213,5:1716,1594482675,3:1149,,,258793
259205,474397,Charm City (Tess Monaghan #2),1:49,304,4:2384,total:5802,1,10,Avon,359,1997,eng,Laura Lippman,3.62,2:308,5:805,0380788764,3:2256,,,259205
259695,475336,Madeline,1:3049,48,4:50787,total:188084,1,1,Schoenhof Foreign Books,13,1998,,Ludwig Bemelmans,4.23,2:6797,5:96908,2211021565,3:30543,,,259695
260612,477075,"Loves Music, Loves to Dance",1:171,319,4:9626,total:25421,15,5,Simon & Schuster,22,1991,,Mary Higgins Clark,3.91,2:1086,5:7480,0671673645,3:7058,,,260612
260793,477443,The Next Best Thing,1:0,256,4:16,total:36,1,6,Harlequin,1,2005,,Sandra Kitt,3.83,2:2,5:8,1583146032,3:10,,,260793
261420,478657,"Undead and Unreturnable (Undead, #4)",1:174,250,4:7617,total:21281,30,5,Berkley,459,2006,eng,MaryJanice Davidson,3.88,2:1034,5:6285,0425210812,3:6171,,,261420
261421,478658,"Undead and Uneasy (Undead, #6)",1:147,272,4:5975,total:16416,5,6,Berkley Hardcover,432,2007,eng,MaryJanice Davidson,3.89,2:842,5:4887,0425213765,3:4565,,,261421
261422,478659,"Undead and Unpopular (Undead, #5)",1:189,286,4:6359,total:17928,1,5,Berkley,418,2007,eng,MaryJanice Davidson,3.84,2:1037,5:5056,0425215997,3:5287,,,261422
261468,478759,"Stormblade (Dragonlance: Heroes, #2)",1:101,352,4:1105,total:4072,1,4,Wizards of the Coast,11,2004,en-US,Nancy Varian Berberick,3.71,2:397,5:1188,,3:1281,,,261468
261708,479266,"The Irrational Season (Crosswicks Journals, #3)",1:13,224,4:707,total:1851,1,1,HarperOne,109,1984,eng,Madeleine L'Engle,4.18,2:58,5:785,0866839461,3:288,,,261708
261876,479579,"The Money Book for the Young, Fabulous & Broke",1:107,395,4:2280,total:6150,1,5,Riverhead Books,17,2005,,Suze Orman,3.9,2:334,5:1903,1573222976,3:1526,,,261876
262291,480359,"Then Again, Maybe I Won't",1:159,164,4:4451,total:12541,1,7,Yearling,310,1986,en-US,Judy Blume,3.75,2:741,5:3008,0440486599,3:4182,,,262291
262350,480479,Under the Tuscan Sun,1:12450,304,4:103794,total:311474,2,9,Broadway Books,3072,1997,eng,Frances Mayes,3.76,2:24170,5:90498,0767900383,3:80562,,,262350
262819,481446,Nefertiti,1:391,463,4:12370,total:32723,10,7,Crown Publishing Group,2043,2007,eng,Michelle Moran,4.07,2:1369,5:12474,0307381463,3:6119,,,262819
263089,482012,"Burn Marks (V.I. Warshawski, #6)",1:29,416,4:1676,total:3820,5,2,Dell,9,1991,eng,Sara Paretsky,3.9,2:118,5:963,0440208459,3:1034,,,263089
263530,482964,The Archivist,1:64,326,4:726,total:2183,8,4,Back Bay Books,307,1999,en-US,Martha Cooley,3.42,2:295,5:310,0316158461,3:788,,,263530
263548,483011,El extraÃ±o caso del Dr. Jekyll y Mr. Hyde,1:4655,72,4:140044,total:361119,30,3,Libros del Zorro Rojo,0,2005,spa,Robert Louis Stevenson,3.81,2:21671,5:91983,9788497951,3:102766,,,263548
264827,485550,The Artist's Way: A Spiritual Path to Higher Creativity,1:6037,222,4:25013,total:90619,17,7,Tarcher,45,1992,,Julia Cameron,3.91,2:6178,5:37846,0874776945,3:15545,,,264827
264868,485625,Duma Key,1:1455,18,4:36594,total:97324,22,1,Simon  Schuster Audio,73,2008,en-US,Stephen King,3.95,2:5419,5:32103,0743569741,3:21753,,,264868
264960,485812,Broca's Brain: Reflections on the Romance of Science,1:138,398,4:3712,total:9664,12,2,Ballantine Books,154,1986,eng,Carl Sagan,4.04,2:347,5:3491,0345336895,3:1976,,,264960
265395,486623,The New York Trilogy: City of Glass / Ghosts / The Locked Room,1:1305,314,4:22352,total:56857,5,2,Faber and Faber,121,2004,eng,Paul Auster,3.89,2:3759,5:17236,0571152236,3:12205,,,265395
265910,487615,A Good Walk Spoiled: Days and Nights on the PGA Tour,1:33,498,4:1388,total:3355,1,6,"Little, Brown and Company",9,1996,,John Feinstein,4.06,2:96,5:1167,0316277371,3:671,,,265910
266222,488240,The New Kid on the Block,1:239,160,4:3409,total:10853,20,8,Greenwillow Books,337,1984,,Jack Prelutsky,4.06,2:451,5:4489,0688022715,3:2265,,,266222
266507,488781,The Bean Trees,1:1560,272,4:55367,total:132458,20,1,Harper,28,1998,,Barbara Kingsolver,3.97,2:5516,5:40932,0060175796,3:29083,,,266507
266688,489082,The Misanthrope,1:261,128,4:6068,total:16718,1,9,Nick Hern Books,3,2004,eng,MoliÃ¨re,3.79,2:1201,5:4408,1854597876,3:4780,,,266688
267238,490162,The Little Drummer Boy,1:19,32,4:487,total:1841,13,9,Viking Children's Books,2,2007,en-US,Ezra Jack Keats,4.25,2:60,5:954,0670062820,3:321,,,267238
267484,490638,Musicophilia: Tales of Music and the Brain,1:2057,0,4:17548,total:53751,16,10,Random House Audio,30,2007,en-US,Oliver Sacks,3.91,2:3203,5:19467,0739357395,3:11476,,,267484
267567,490867,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",1:868,40,4:11582,total:44204,7,7,Walker Books Ltd,2422,2005,eng,Mo Willems,4.27,2:1645,5:24004,1844280594,3:6105,,,267567
268118,491922,The Princess of Burundi,1:117,311,4:1184,total:3756,6,2,Minotaur Books,328,2007,eng,Kjell Eriksson,3.44,2:444,5:581,0312327684,3:1430,,,268118
268191,492050,The Janissary Tree (Yashim the Eunuch #1),1:167,320,4:2029,total:5430,15,5,Picador USA,638,2007,eng,Jason Goodwin,3.54,2:547,5:880,0312426135,3:1807,,,268191
268333,492293,Lust in Translation: The Rules of Infidelity from Tokyo to Tennessee,1:12,291,4:275,total:792,1,5,Penguin Press,124,2007,eng,Pamela Druckerman,3.46,2:97,5:107,1594201145,3:301,,,268333
268463,492556,Ø¨Ø§Ø¯Ø¨Ø§Ø¯Ú©âØ¨Ø§Ø²,1:38893,422,4:754078,total:2326533,14,3,Ø§ÙØªØ´Ø§Ø±Ø§Øª ÙØ±ÙØ§Ø±ÛØ¯,192,2005,per,Khaled Hosseini,4.3,2:68348,5:1204300,9645881927,3:260914,,,268463
268595,492862,The Taking,1:1105,338,4:11489,total:35134,25,5,Bantam,51,2004,eng,Dean Koontz,3.78,2:2917,5:10604,055380250X,3:9019,,,268595
269191,494069,Camouflage,1:0,208,4:2,total:8,11,6,Thames  Hudson,0,2007,,Tim Newark,3.12,2:3,5:1,0500513473,3:2,,,269191
269257,494199,Heart and Soul,1:1,224,4:2,total:13,1,5,HMH Books for Young Readers,1,1996,,Liz Rosenberg,2.85,2:4,5:1,0152012702,3:5,,,269257
269834,495395,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,1:1829,388,4:23051,total:60230,1,10,Simon & Schuster,4742,2007,eng,A.J. Jacobs,3.76,2:4370,5:15262,0743291476,3:15718,,,269834
269935,495570,The Book of Air and Shadows,1:477,0,4:2826,total:8658,15,5,Tantor Audio,17,2007,,Michael Gruber,3.38,2:1212,5:1306,1400104491,3:2837,,,269935
270117,495964,"The Blade Itself (The First Law, #1)",1:2536,422,4:59382,total:152881,4,5,Gollancz,12,2006,eng,Joe Abercrombie,4.16,2:5255,5:64503,0575077859,3:21205,,,270117
270214,496159,A Place Called Freedom,1:0,32,4:19,total:41,1,1,Aladdin Paperbacks,14,2001,,Scott Russell Sanders,4.15,2:0,5:14,0689840012,3:8,,,270214
270746,497200,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",1:2642,242,4:35954,total:93375,19,8,HarperPerennial,139,1999,en-US,Simon Winchester,3.84,2:5384,5:26659,006099486X,3:22736,,,270746
270898,497499,The Door,1:221,262,4:5749,total:15215,20,10,Harvill Press,1168,2005,,Magda SzabÃ³,4.06,2:710,5:5803,1843431939,3:2732,,,270898
271226,498084,Open,1:23,224,4:151,total:415,1,2,Astoria,35,2003,,Lisa Moore,3.6,2:43,5:94,088784684X,3:104,,,271226
271389,498389,"The Devil's Star (Harry Hole, #5)",1:569,528,4:24731,total:53837,6,7,Vintage,1552,2006,eng,Jo NesbÃ¸,4.04,2:1514,5:17052,0099478536,3:9971,,,271389
271493,498594,"Death by Darjeeling (A Tea Shop Mystery, #1)",1:239,256,4:3030,total:9296,1,5,Berkley,734,2001,eng,Laura Childs,3.73,2:763,5:2497,0425179451,3:2767,,,271493
271501,498612,The Negotiator,1:80,416,4:4626,total:10968,1,4,Random House,0,1989,en-GB,Frederick Forsyth,3.98,2:367,5:3346,0593016475,3:2549,,,271501
271764,499119,"Knots and Crosses (Inspector Rebus, #1)",1:630,169,4:16012,total:38841,18,2,Coronet,0,1993,,Ian Rankin,3.83,2:2014,5:9724,0340487666,3:10461,,,271764
272838,501124,"One Good Turn (Jackson Brodie, #2)",1:374,418,4:13794,total:30937,10,9,Back Bay Books,2330,2007,eng,Kate Atkinson,3.81,2:1678,5:6807,0316012823,3:8284,,,272838
273114,501690,Escape,1:21,369,4:216,total:764,18,7,Scholastic Point,3,2003,eng,Kate Cann,3.54,2:98,5:168,0439994683,3:261,,,273114
273808,503019,The Wedding Date,1:291,416,4:2577,total:8392,28,12,Avon,30,2004,,Elizabeth Young,3.62,2:860,5:2031,0060799226,3:2633,,,273808
273878,503150,Letters to a Young Contrarian,1:107,141,4:3686,total:9720,13,4,Basic Books,536,2005,eng,Christopher Hitchens,4.13,2:354,5:3957,0465030335,3:1616,,,273878
273935,503248,My Lobotomy: A Memoir,1:165,288,4:4109,total:11011,4,9,Crown,1105,2007,eng,Howard Dully,3.73,2:859,5:2534,0307381269,3:3344,,,273935
274605,504464,Player Piano,1:345,295,4:18989,total:45271,15,3,Laurel,55,1974,eng,Kurt Vonnegut Jr.,3.87,2:2236,5:11730,0440170370,3:11971,,,274605
274638,504541,"Sabbath: Finding Rest, Renewal, and Delight in Our Busy Lives",1:29,256,4:555,total:1659,5,9,Bantam,172,2000,,Wayne Muller,4.22,2:46,5:785,0553380117,3:244,,,274638
275203,505585,Me Talk Pretty One Day,1:22478,272,4:205768,total:603318,1,6,"Little, Brown and Company",185,2000,eng,David Sedaris,3.99,2:33251,5:234286,0316777722,3:107535,,,275203
276701,508413,"The Shunning (The Heritage of Lancaster County, #1)",1:299,288,4:7764,total:24084,1,8,Bethany House Publishers,733,2000,,Beverly Lewis,4.14,2:983,5:10693,0764224735,3:4345,,,276701
276945,508903,"The Cat Who Could Read Backwards (Cat Who..., #1)",1:496,256,4:9297,total:27856,5,8,Berkley Trade,946,2003,eng,Lilian Jackson Braun,3.85,2:1631,5:8494,0425195201,3:7938,,,276945
277343,509704,"Dirty Martini (Jack Daniels Mystery, #4)",1:76,292,4:2969,total:6963,3,7,Hyperion Books,358,2007,eng,J.A. Konrath,4.09,2:162,5:2455,1401302793,3:1301,,,277343
277356,509733,The Manny,1:205,368,4:581,total:2501,19,6,The Dial Press,306,2007,,Holly Peterson,3.02,2:555,5:216,0385340400,3:944,,,277356
277384,509784,The End of Eternity,1:203,192,4:15263,total:41785,1,10,Fawcett Crest,1282,1971,eng,Isaac Asimov,4.24,2:1003,5:18950,0449016196,3:6366,,,277384
277386,509798,Academy X,1:42,256,4:44,total:296,29,5,Bloomsbury USA,51,2007,en-US,Andrew S. Trees,2.67,2:77,5:10,1596911786,3:123,,,277386
277495,510011,"Cherry Ames, Student Nurse (Cherry Ames, #1)",1:25,211,4:725,total:2243,1,10,Springer Publishing Company,131,2005,eng,Helen Wells,3.95,2:104,5:785,0977159701,3:604,,,277495
278654,512338,Cotillion,1:138,336,4:4878,total:13124,6,1,Arrow,45,2005,eng,Georgette Heyer,4.05,2:478,5:4822,0099474379,3:2808,,,278654
279309,513730,The Loved One,1:0,181,4:7,total:38,29,3,Tyndale House Publishers,2,2007,,Catherine  Palmer,3.61,2:4,5:10,1414314612,3:17,,,279309
279502,514155,The Hidden,1:6,288,4:47,total:141,7,5,Thomas Nelson,28,2006,,Kathryn Mackel,3.53,2:22,5:31,1595540377,3:35,,,279502
279535,514250,Bloom,1:0,96,4:0,total:2,22,6,Glitterati,0,2006,,Christopher Makos,3.0,2:0,5:0,0976585138,3:2,,,279535
279784,514765,"Messenger of Truth (Maisie Dobbs, #4)",1:68,322,4:9555,total:20085,12,6,Picador USA,52,2007,eng,Jacqueline Winspear,3.99,2:464,5:5470,0312426852,3:4528,,,279784
280233,515643,Antigone - In a Version by Bertolt Brecht,1:9,72,4:142,total:415,1,5,,15,2000,eng,Bertolt Brecht,3.75,2:30,5:109,0936839252,3:125,,,280233
280284,515814,"Fool's Errand (Tawny Man, #1)",1:576,662,4:26339,total:71970,26,11,Spectra Books,111,2002,en-US,Robin Hobb,4.31,2:1347,5:35243,0553582445,3:8465,,,280284
280393,515998,Shakespeare's Kitchen,1:44,225,4:148,total:620,3,4,The New Press,122,2007,eng,Lore Segal,3.15,2:123,5:78,1595581510,3:227,,,280393
281412,518016,The Whole World Over,1:179,576,4:2115,total:5673,12,6,Anchor,65,2007,,Julia Glass,3.49,2:570,5:788,1400075769,3:2021,,,281412
281927,519112,The Melancholy Death of Oyster Boy and Other Stories,1:425,115,4:10839,total:32324,22,10,Rob Weisbach Books,1245,1997,en-US,Tim Burton,4.12,2:1359,5:13858,0688156819,3:5843,,,281927
282358,519933,"The Lives of Christopher Chant (Chrestomanci, #2)",1:152,240,4:7463,total:20529,19,10,Greenwillow Books,431,1998,,Diana Wynne Jones,4.24,2:419,5:9323,0688163653,3:3172,,,282358
283389,521979,The Nest,1:0,94,4:0,total:1,1,11,Arrowood Books (CA),0,2000,,Virginia Morris Briggs,3.0,2:0,5:0,0967486106,3:1,,,283389
283657,522534,"Geisha, a Life",1:213,297,4:7204,total:18524,1,9,Washington Square Press,892,2003,eng,Mineko Iwasaki,3.93,2:945,5:5726,0743444299,3:4436,,,283657
283708,522622,The Diana Chronicles,1:80,560,4:1148,total:3198,12,6,Doubleday,389,2007,,Tina  Brown,3.71,2:251,5:771,0385517084,3:948,,,283708
283794,522776,"The Wolf of Wall Street (The Wolf of Wall Street, #1)",1:1129,528,4:10063,total:28785,25,9,Bantam,1810,2007,eng,Jordan Belfort,3.72,2:2560,5:7740,0553805460,3:7293,,,283794
284327,523795,"The Last Good Kiss (C.W. Sughrue, #1)",1:118,244,4:2384,total:6407,5,11,Vintage Crime/Black Lizard,441,1988,eng,James Crumley,4.06,2:311,5:2490,0394759893,3:1104,,,284327
285099,525309,The Cat Who Moved a Mountain (Cat Who... #13),1:24,272,4:2544,total:6746,1,10,Jove Books,212,1992,eng,Lilian Jackson Braun,3.9,2:257,5:1911,0515109509,3:2010,,,285099
285194,525488,"Boundaries: When to Say Yes, How to Say No, to Take Control of Your Life",1:858,320,4:15108,total:48239,18,3,Zondervan,864,2002,en-US,Henry Cloud,4.2,2:1790,5:23236,0310247454,3:7247,,,285194
285331,525755,"Love Is a Mix Tape: Life and Loss, One Song at a Time",1:764,0,4:10074,total:28928,2,1,RH Audio,18,2007,,Rob Sheffield,3.85,2:1944,5:8987,0739333526,3:7159,,,285331
285423,525943,Switch Bitch,1:142,192,4:3298,total:8286,12,8,Ballantine Books,0,1983,,Roald Dahl,3.99,2:408,5:2784,0345338359,3:1654,,,285423
285428,525958,"The Missing Piece Meets the Big O (The Missing Piece, #2)",1:89,104,4:3155,total:11980,6,5,HarperCollins,11,1981,,Shel Silverstein,4.34,2:337,5:6717,0060256583,3:1682,,,285428
285626,526356,Don't Look Now,1:0,84,4:27,total:52,27,10,British Film Institute,3,1996,,Mark Sanderson,4.04,2:3,5:15,0851705723,3:7,,,285626
285668,526465,Second Glance,1:754,432,4:15150,total:41380,8,4,Atria Books,29,2003,,Jodi Picoult,3.79,2:2797,5:10979,0743454502,3:11700,,,285668
285844,526862,"Guns, Germs, and Steel: The Fates of Human Societies",1:7629,480,4:99015,total:279227,9,5,W.W. Norton & Company,26,1997,en-GB,Jared Diamond,4.03,2:13852,5:109354,0393038912,3:49377,,,285844
285846,526869,Peyton Place,1:152,384,4:3802,total:9751,4,3,Northeastern University Press,738,1999,eng,Grace Metalious,3.76,2:672,5:2291,1555534007,3:2834,,,285846
285971,527154,The Woods,1:563,12,4:28723,total:65837,17,4,Brilliance Audio,7,2007,eng,Harlan Coben,4.05,2:1964,5:21725,159737637X,3:12862,,,285971
286141,527513,Mating,1:190,480,4:1068,total:3581,1,9,Vintage,410,1992,eng,Norman Rush,3.81,2:314,5:1258,067973709X,3:751,,,286141
286240,527744,"After the Funeral (Hercule Poirot, #31)",1:92,256,4:10633,total:24694,1,3,Berkley,770,2000,eng,Agatha Christie,3.88,2:889,5:6045,0425173909,3:7035,,,286240
286241,527745,The Sound of Waves,1:186,185,4:4227,total:10664,12,1,Perigee Trade,9,1981,,Yukio Mishima,3.76,2:712,5:2501,0399504877,3:3038,,,286241
286255,527790,"High Five (Stephanie Plum, #5)",1:290,317,4:44488,total:113132,15,6,St. Martin's Press,374,2000,,Janet Evanovich,4.18,2:1931,5:45608,0312971346,3:20815,,,286255
286383,528091,The Last Report on the Miracles at Little No Horse,1:128,361,4:3391,total:9795,3,4,Harper,67,2001,eng,Louise Erdrich,4.19,2:400,5:4440,0060187271,3:1436,,,286383
286402,528137,"The Knitter's Book of Yarn: The Ultimate Guide to Choosing, Using, and Enjoying Yarn",1:8,255,4:484,total:1405,16,10,Potter Craft,115,2007,,Clara Parkes,4.29,2:44,5:696,0307352161,3:173,,,286402
286510,528362,"A Hymn Before Battle (Posleen War, #1)",1:230,467,4:4334,total:11759,15,6,Baen Books,240,2006,eng,John Ringo,4.0,2:609,5:4276,1416533214,3:2310,,,286510
286514,528366,"Gust Front (Posleen War, #2)",1:84,736,4:3149,total:8504,2,4,Baen,112,2002,eng,John Ringo,4.1,2:324,5:3352,0743435257,3:1595,,,286514
286630,528671,Summer's End,1:96,384,4:1431,total:4743,1,5,Turtleback Books,1,1985,,Danielle Steel,3.91,2:298,5:1696,080851606X,3:1222,,,286630
286703,528837,Gender Trouble: Feminism and the Subversion of Identity,1:210,192,4:4093,total:10917,15,11,Routledge,17,1989,en-US,Judith Butler,4.08,2:477,5:4293,0415900433,3:1844,,,286703
286705,528839,Being There,1:137,111,4:4263,total:10546,1,1,Black Swan,14,1999,,Jerzy KosiÅski,3.86,2:611,5:2859,055299037X,3:2676,,,286705
286749,528918,The Quiet Girl,1:242,408,4:707,total:2532,3,12,Farrar Straus Giroux,356,2007,,Peter HÃ¸eg,3.23,2:431,5:397,0374263698,3:755,,,286749
286785,528985,She Comes First: The Thinking Man's Guide to Pleasuring a Woman,1:73,228,4:1970,total:5116,25,5,William Morrow,320,2004,eng,Ian Kerner,4.11,2:203,5:2034,0060538252,3:836,,,286785
286829,529075,A Heart So White,1:158,280,4:3041,total:8009,17,5,New Directions,281,2002,,Javier MarÃ­as,4.01,2:419,5:2902,0811215059,3:1489,,,286829
286909,529256,Rush Limbaugh Is a Big Fat Idiot,1:216,271,4:3125,total:8214,1,2,Delacorte Press,28,1996,eng,Al Franken,3.93,2:353,5:2664,0385314744,3:1856,,,286909
287120,529726,The Bungalow,1:1,240,4:9,total:28,1,9,Story Line Press,3,1999,,Lynn Freed,3.54,2:0,5:4,1885266766,3:14,,,287120
287132,529753,Brida,1:3431,263,4:17988,total:65250,1,2,Grijalbo,3,2000,spa,Paulo Coelho,3.48,2:8951,5:14522,970051224X,3:20358,,,287132
287218,529964,Vernon God Little,1:1412,292,4:9799,total:27389,15,6,Harvest Books,56,2004,en-US,D.B.C. Pierre,3.59,2:2779,5:6048,0156029987,3:7351,,,287218
287529,530605,"Mrs. Pollifax and the Whirling Dervish (Mrs. Pollifax, #9)",1:13,192,4:1446,total:3482,1,5,DoubleDay,9,1990,eng,Dorothy Gilman,4.0,2:73,5:1076,0385414587,3:874,,,287529
287535,530618,"The Unexpected Mrs. Pollifax (Mrs. Pollifax, #1)",1:165,9,4:8126,total:21263,1,7,"Recorded Books, Inc.",0,1989,eng,Dorothy Gilman,4.15,2:511,5:8558,1556905378,3:3903,,,287535
287616,530793,The Wives of Henry VIII,1:155,482,4:6276,total:15665,7,12,Penguin Canada,303,1993,,Antonia Fraser,4.16,2:377,5:6286,0140132937,3:2571,,,287616
287691,530965,The Day of the Triffids,1:972,228,4:34422,total:86697,1,7,Modern Library,2098,2003,eng,John Wyndham,4.02,2:3469,5:29532,0812967127,3:18302,,,287691
287787,531163,Indecision,1:367,256,4:634,total:3236,11,4,Random House Trade Paperbacks,58,2006,,Benjamin Kunkel,2.86,2:801,5:225,0812973755,3:1209,,,287787
287820,531262,A Handful of Dust,1:320,308,4:9133,total:22501,30,11,Back Bay Books,835,1977,eng,Evelyn Waugh,3.91,2:1112,5:6593,0316926051,3:5343,,,287820
287864,531355,The Tin Drum,1:1237,592,4:12648,total:37603,12,5,Vintage,116,1980,,GÃ¼nter Grass,3.96,2:2562,5:14193,067972575X,3:6963,,,287864
287881,531398,The Late Bloomer's Revolution: A Memoir,1:63,288,4:343,total:1249,3,7,Hachette Books,242,2007,,Amy Cohen,3.22,2:234,5:149,1401300022,3:460,,,287881
287902,531458,All Creatures Great and Small,1:789,448,4:36331,total:110441,15,4,Turtleback Books,0,1998,eng,James Herriot,4.32,2:2194,5:56816,0881036374,3:14311,,,287902
288068,531769,The Perfect Couple,1:0,250,4:0,total:6,21,2,Silhouette Intimate Moments,3,1997,,Maura Seger,3.0,2:2,5:1,0373077750,3:3,,,288068
288886,533315,Ensayo sobre la ceguera,1:3761,439,4:66685,total:188140,1,10,Santillana USA Publishing Company,10,2001,,JosÃ© Saramago,4.13,2:8671,5:80588,8495501074,3:28435,,,288886
288892,533329,Love Is a Dog from Hell,1:483,307,4:8772,total:25088,5,6,Ecco,3,2002,,Charles Bukowski,4.13,2:998,5:10823,0876853637,3:4012,,,288892
288974,533533,The Wolves in the Walls,1:106,56,4:6096,total:15358,5,8,HarperCollins,60,2003,,Neil Gaiman,4.07,2:524,5:5503,038097827X,3:3129,,,288974
288994,533592,"At the Villa of Reduced Circumstances (Portuguese Irregular Verbs, #3)",1:83,128,4:1260,total:3832,28,12,Anchor Books,298,2004,eng,Alexander McCall Smith,3.62,2:378,5:821,1400095093,3:1290,,,288994
288998,533613,"The Color of Magic (Discworld, #1)",1:5919,210,4:107052,total:303489,2,2,HarperTorch,592,2000,eng,Terry Pratchett,3.99,2:15612,5:109875,0061020710,3:65031,,,288998
289163,534013,The Three Stigmata of Palmer Eldritch,1:257,312,4:12046,total:29674,1,1,Thorndike Press,0,2002,eng,Philip K. Dick,4.01,2:1241,5:9845,0783895844,3:6285,,,289163
289243,534158,Fire in the Blood,1:37,137,4:1878,total:4302,30,12,Knopf,491,2008,eng,IrÃ¨ne NÃ©mirovsky,3.81,2:222,5:948,0307267482,3:1217,,,289243
289280,534255,Autobiography of a Face,1:349,256,4:9244,total:23699,18,3,Harper Perennial,1439,2003,eng,Lucy Grealy,3.97,2:1153,5:7816,0060569662,3:5137,,,289280
289295,534287,A Guide to the Project Management Body of Knowledge,1:163,176,4:1285,total:4074,1,9,Project Management Institute,3,1995,,Project Management Institute,3.7,2:357,5:1118,1880410125,3:1151,,,289295
